  -1.0000000e+00   1.0000000e+00
   1.0000000e+00   1.0000000e+00
   1.0000000e+00  -1.0000000e+00
  -1.0000000e+00  -1.0000000e+00
  -8.0000000e-01   1.0000000e+00
  -6.0000000e-01   1.0000000e+00
  -4.0000000e-01   1.0000000e+00
  -2.0000000e-01   1.0000000e+00
   0.0000000e+00   1.0000000e+00
   2.0000000e-01   1.0000000e+00
   4.0000000e-01   1.0000000e+00
   6.0000000e-01   1.0000000e+00
   8.0000000e-01   1.0000000e+00
   1.0000000e+00   8.0000000e-01
   1.0000000e+00   6.0000000e-01
   1.0000000e+00   4.0000000e-01
   1.0000000e+00   2.0000000e-01
   1.0000000e+00   0.0000000e+00
   1.0000000e+00  -2.0000000e-01
   1.0000000e+00  -4.0000000e-01
   1.0000000e+00  -6.0000000e-01
   1.0000000e+00  -8.0000000e-01
   8.0000000e-01  -1.0000000e+00
   6.0000000e-01  -1.0000000e+00
   4.0000000e-01  -1.0000000e+00
   2.0000000e-01  -1.0000000e+00
   0.0000000e+00  -1.0000000e+00
  -2.0000000e-01  -1.0000000e+00
  -4.0000000e-01  -1.0000000e+00
  -6.0000000e-01  -1.0000000e+00
  -8.0000000e-01  -1.0000000e+00
  -1.0000000e+00  -8.0000000e-01
  -1.0000000e+00  -6.0000000e-01
  -1.0000000e+00  -4.0000000e-01
  -1.0000000e+00  -2.0000000e-01
  -1.0000000e+00   0.0000000e+00
  -1.0000000e+00   2.0000000e-01
  -1.0000000e+00   4.0000000e-01
  -1.0000000e+00   6.0000000e-01
  -1.0000000e+00   8.0000000e-01
  -1.4523219e-02   2.5949345e-02
  -9.1317960e-01  -9.0397880e-01
   9.0354313e-01  -9.1318386e-01
   9.1324544e-01   9.0390866e-01
  -8.7097986e-01   8.7409062e-01
  -4.3577586e-01   4.0258088e-01
  -4.4256229e-01  -3.0475784e-01
   2.6192864e-01  -4.8805596e-01
   4.6400536e-01   2.6020301e-01
  -6.8938315e-01  -8.2566906e-01
   8.2275760e-01  -6.8893006e-01
   6.9086361e-01   8.2742657e-01
   4.6841962e-02   5.2397895e-01
   3.8622015e-01  -6.9148322e-02
  -4.6892314e-02  -3.7201189e-01
  -6.1791372e-01   7.9971001e-02
   6.4778393e-01  -3.6572743e-01
  -3.6895216e-01  -6.4605118e-01
  -6.2966603e-01   6.5948189e-01
   4.7821414e-01  -6.9558548e-01
   6.8708242e-01   4.8739318e-01
  -6.9508488e-01  -4.9592700e-01
   5.0055756e-01   8.3482156e-01
  -4.0068182e-02  -6.7007463e-01
   6.7106012e-01  -4.2523864e-02
  -2.5184093e-01   6.5073583e-01
  -3.1159131e-01   1.0932434e-01
  -6.9878428e-01   3.7455056e-01
  -7.2910505e-01  -2.0082255e-01
   1.6745356e-01   2.6315568e-01
   1.4940092e-01  -2.0030270e-01
   2.4321544e-01   6.9693580e-01
   8.0187602e-01   3.0658624e-01
   3.0415667e-01  -8.0648655e-01
  -3.0898552e-01  -4.3419140e-01
   4.6789265e-01  -3.0097293e-01
   5.9096302e-01   6.6054952e-01
  -8.3890909e-01   7.1716560e-01
  -8.0038115e-01  -6.5820508e-01
   7.9942619e-01   6.5617409e-01
   6.5153172e-01  -8.0030415e-01
  -4.9118195e-01  -8.2745013e-01
   8.2596127e-01  -4.9010206e-01
  -2.4166028e-01  -1.7251397e-01
  -9.9979236e-02   2.9750658e-01
   2.9046632e-01   4.7822760e-01
  -1.7465855e-02   8.0189893e-01
   1.5193204e-01  -6.3646037e-01
   6.2959121e-01   1.5005913e-01
  -4.2147652e-01   7.6529747e-01
  -7.7764542e-01   1.9171347e-01
   8.3955314e-01  -2.9464430e-01
  -2.9515505e-01  -8.3920273e-01
  -4.6779246e-01   2.1993743e-01
  -5.3618338e-01  -1.2506736e-01
   1.6289911e-01   7.8293027e-02
   6.4652657e-01  -5.8923725e-01
  -5.9199282e-01  -6.5447050e-01
  -8.1542002e-01   5.1426534e-01
  -7.1575907e-01   8.5178345e-01
